Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
"Korea, Rep.",KOR,1995,"Population, ages 10-15, male",SP.POP.1015.MA.UN,2373608
"Korea, Rep.",KOR,1994,"Population, ages 10-15, male",SP.POP.1015.MA.UN,2404838
"Korea, Rep.",KOR,1993,"Population, ages 10-15, male",SP.POP.1015.MA.UN,2420857
"Korea, Rep.",KOR,1992,"Population, ages 10-15, male",SP.POP.1015.MA.UN,2431413
"Korea, Rep.",KOR,1991,"Population, ages 10-15, male",SP.POP.1015.MA.UN,2450747
"Korea, Rep.",KOR,1990,"Population, ages 10-15, male",SP.POP.1015.MA.UN,2488333
"Korea, Rep.",KOR,2015,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3000860
"Korea, Rep.",KOR,2014,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3128781
"Korea, Rep.",KOR,2013,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3280553
"Korea, Rep.",KOR,2012,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3443150
"Korea, Rep.",KOR,2011,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3598484
"Korea, Rep.",KOR,2010,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3732998
"Korea, Rep.",KOR,2009,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3844871
"Korea, Rep.",KOR,2008,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3936740
"Korea, Rep.",KOR,2007,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4005368
"Korea, Rep.",KOR,2006,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4048107
"Korea, Rep.",KOR,2005,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4064896
"Korea, Rep.",KOR,2004,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4050148
"Korea, Rep.",KOR,2003,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4008321
"Korea, Rep.",KOR,2002,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3961740
"Korea, Rep.",KOR,2001,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3940539
"Korea, Rep.",KOR,2000,"Population, ages 10-15, total",SP.POP.1015.TO.UN,3965291
"Korea, Rep.",KOR,1999,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4047164
"Korea, Rep.",KOR,1998,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4177587
"Korea, Rep.",KOR,1997,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4333221
"Korea, Rep.",KOR,1996,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4479954
"Korea, Rep.",KOR,1995,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4593826
"Korea, Rep.",KOR,1994,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4664290
"Korea, Rep.",KOR,1993,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4700495
"Korea, Rep.",KOR,1992,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4721678
"Korea, Rep.",KOR,1991,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4756495
"Korea, Rep.",KOR,1990,"Population, ages 10-15, total",SP.POP.1015.TO.UN,4824260
"Korea, Rep.",KOR,2015,"Population, ages 10-16, female",SP.POP.1016.FE.UN,1708893
"Korea, Rep.",KOR,2014,"Population, ages 10-16, female",SP.POP.1016.FE.UN,1785770
"Korea, Rep.",KOR,2013,"Population, ages 10-16, female",SP.POP.1016.FE.UN,1874945
"Korea, Rep.",KOR,2012,"Population, ages 10-16, female",SP.POP.1016.FE.UN,1968661
"Korea, Rep.",KOR,2011,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2056298
"Korea, Rep.",KOR,2010,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2130022
"Korea, Rep.",KOR,2009,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2188402
"Korea, Rep.",KOR,2008,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2233247
"Korea, Rep.",KOR,2007,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2264176
"Korea, Rep.",KOR,2006,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2281674
"Korea, Rep.",KOR,2005,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2287091
"Korea, Rep.",KOR,2004,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2278016
"Korea, Rep.",KOR,2003,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2256501
"Korea, Rep.",KOR,2002,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2233855
"Korea, Rep.",KOR,2001,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2225170
"Korea, Rep.",KOR,2000,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2240745
"Korea, Rep.",KOR,1999,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2285994
"Korea, Rep.",KOR,1998,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2356667
"Korea, Rep.",KOR,1997,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2441486
"Korea, Rep.",KOR,1996,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2523906
"Korea, Rep.",KOR,1995,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2592087
"Korea, Rep.",KOR,1994,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2641487
"Korea, Rep.",KOR,1993,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2676021
"Korea, Rep.",KOR,1992,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2702422
"Korea, Rep.",KOR,1991,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2731133
"Korea, Rep.",KOR,1990,"Population, ages 10-16, female",SP.POP.1016.FE.UN,2769267
"Korea, Rep.",KOR,2015,"Population, ages 10-16, male",SP.POP.1016.MA.UN,1882839
"Korea, Rep.",KOR,2014,"Population, ages 10-16, male",SP.POP.1016.MA.UN,1960985
"Korea, Rep.",KOR,2013,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2050051
"Korea, Rep.",KOR,2012,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2141758
"Korea, Rep.",KOR,2011,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2224850
"Korea, Rep.",KOR,2010,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2291335
"Korea, Rep.",KOR,2009,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2338645
"Korea, Rep.",KOR,2008,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2369405
"Korea, Rep.",KOR,2007,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2387340
"Korea, Rep.",KOR,2006,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2398473
"Korea, Rep.",KOR,2005,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2407728
"Korea, Rep.",KOR,2004,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2414978
"Korea, Rep.",KOR,2003,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2420099
"Korea, Rep.",KOR,2002,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2428072
"Korea, Rep.",KOR,2001,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2445035
"Korea, Rep.",KOR,2000,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2475029
"Korea, Rep.",KOR,1999,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2521227
"Korea, Rep.",KOR,1998,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2581832
"Korea, Rep.",KOR,1997,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2649758
"Korea, Rep.",KOR,1996,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2714820
"Korea, Rep.",KOR,1995,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2769923
"Korea, Rep.",KOR,1994,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2811226
"Korea, Rep.",KOR,1993,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2841430
"Korea, Rep.",KOR,1992,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2867770
"Korea, Rep.",KOR,1991,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2900864
"Korea, Rep.",KOR,1990,"Population, ages 10-16, male",SP.POP.1016.MA.UN,2947669
"Korea, Rep.",KOR,2015,"Population, ages 10-16, total",SP.POP.1016.TO.UN,3591732
"Korea, Rep.",KOR,2014,"Population, ages 10-16, total",SP.POP.1016.TO.UN,3746755
"Korea, Rep.",KOR,2013,"Population, ages 10-16, total",SP.POP.1016.TO.UN,3924996
"Korea, Rep.",KOR,2012,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4110419
"Korea, Rep.",KOR,2011,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4281148
"Korea, Rep.",KOR,2010,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4421357
"Korea, Rep.",KOR,2009,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4527047
"Korea, Rep.",KOR,2008,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4602652
"Korea, Rep.",KOR,2007,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4651516
"Korea, Rep.",KOR,2006,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4680147
"Korea, Rep.",KOR,2005,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4694819
"Korea, Rep.",KOR,2004,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4692994
"Korea, Rep.",KOR,2003,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4676600
"Korea, Rep.",KOR,2002,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4661927
"Korea, Rep.",KOR,2001,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4670205
"Korea, Rep.",KOR,2000,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4715774
"Korea, Rep.",KOR,1999,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4807221
"Korea, Rep.",KOR,1998,"Population, ages 10-16, total",SP.POP.1016.TO.UN,4938499
"Korea, Rep.",KOR,1997,"Population, ages 10-16, total",SP.POP.1016.TO.UN,5091244
"Korea, Rep.",KOR,1996,"Population, ages 10-16, total",SP.POP.1016.TO.UN,5238726
"Korea, Rep.",KOR,1995,"Population, ages 10-16, total",SP.POP.1016.TO.UN,5362010
"Korea, Rep.",KOR,1994,"Population, ages 10-16, total",SP.POP.1016.TO.UN,5452713
"Korea, Rep.",KOR,1993,"Population, ages 10-16, total",SP.POP.1016.TO.UN,5517451
"Korea, Rep.",KOR,1992,"Population, ages 10-16, total",SP.POP.1016.TO.UN,5570192
"Korea, Rep.",KOR,1991,"Population, ages 10-16, total",SP.POP.1016.TO.UN,5631997
"Korea, Rep.",KOR,1990,"Population, ages 10-16, total",SP.POP.1016.TO.UN,5716936
"Korea, Rep.",KOR,2015,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2001849
"Korea, Rep.",KOR,2014,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2093706
"Korea, Rep.",KOR,2013,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2197954
"Korea, Rep.",KOR,2012,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2304601
"Korea, Rep.",KOR,2011,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2400129
"Korea, Rep.",KOR,2010,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2474956
"Korea, Rep.",KOR,2009,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2526047
"Korea, Rep.",KOR,2008,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2556574
"Korea, Rep.",KOR,2007,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2570988
"Korea, Rep.",KOR,2006,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2576497
"Korea, Rep.",KOR,2005,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2579077
"Korea, Rep.",KOR,2004,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2578564
"Korea, Rep.",KOR,2003,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2575065
"Korea, Rep.",KOR,2002,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2575216
"Korea, Rep.",KOR,2001,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2587253
"Korea, Rep.",KOR,2000,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2616667
"Korea, Rep.",KOR,1999,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2666902
"Korea, Rep.",KOR,1998,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2735606
"Korea, Rep.",KOR,1997,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2815185
"Korea, Rep.",KOR,1996,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2894586
"Korea, Rep.",KOR,1995,"Population, ages 10-17, female",SP.POP.1017.FE.UN,2965739
"Korea, Rep.",KOR,1994,"Population, ages 10-17, female",SP.POP.1017.FE.UN,3025693
"Korea, Rep.",KOR,1993,"Population, ages 10-17, female",SP.POP.1017.FE.UN,3076546
"Korea, Rep.",KOR,1992,"Population, ages 10-17, female",SP.POP.1017.FE.UN,3121329
"Korea, Rep.",KOR,1991,"Population, ages 10-17, female",SP.POP.1017.FE.UN,3165129
"Korea, Rep.",KOR,1990,"Population, ages 10-17, female",SP.POP.1017.FE.UN,3211380
"Korea, Rep.",KOR,2015,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2206591
"Korea, Rep.",KOR,2014,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2295482
"Korea, Rep.",KOR,2013,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2392794
"Korea, Rep.",KOR,2012,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2489989
"Korea, Rep.",KOR,2011,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2575686
"Korea, Rep.",KOR,2010,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2642015
"Korea, Rep.",KOR,2009,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2685730
"Korea, Rep.",KOR,2008,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2709905
"Korea, Rep.",KOR,2007,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2720893
"Korea, Rep.",KOR,2006,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2728255
"Korea, Rep.",KOR,2005,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2739296
"Korea, Rep.",KOR,2004,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2755334
"Korea, Rep.",KOR,2003,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2775160
"Korea, Rep.",KOR,2002,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2800527
"Korea, Rep.",KOR,2001,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2832921
"Korea, Rep.",KOR,2000,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2873163
"Korea, Rep.",KOR,1999,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2922899
"Korea, Rep.",KOR,1998,"Population, ages 10-17, male",SP.POP.1017.MA.UN,2981699
"Korea, Rep.",KOR,1997,"Population, ages 10-17, male",SP.POP.1017.MA.UN,3045617
"Korea, Rep.",KOR,1996,"Population, ages 10-17, male",SP.POP.1017.MA.UN,3109061
"Korea, Rep.",KOR,1995,"Population, ages 10-17, male",SP.POP.1017.MA.UN,3168068
"Korea, Rep.",KOR,1994,"Population, ages 10-17, male",SP.POP.1017.MA.UN,3220216
"Korea, Rep.",KOR,1993,"Population, ages 10-17, male",SP.POP.1017.MA.UN,3266668
"Korea, Rep.",KOR,1992,"Population, ages 10-17, male",SP.POP.1017.MA.UN,3311289
"Korea, Rep.",KOR,1991,"Population, ages 10-17, male",SP.POP.1017.MA.UN,3359829
"Korea, Rep.",KOR,1990,"Population, ages 10-17, male",SP.POP.1017.MA.UN,3415893
"Korea, Rep.",KOR,2015,"Population, ages 10-17, total",SP.POP.1017.TO.UN,4208440
"Korea, Rep.",KOR,2014,"Population, ages 10-17, total",SP.POP.1017.TO.UN,4389188
"Korea, Rep.",KOR,2013,"Population, ages 10-17, total",SP.POP.1017.TO.UN,4590748
"Korea, Rep.",KOR,2012,"Population, ages 10-17, total",SP.POP.1017.TO.UN,4794590
"Korea, Rep.",KOR,2011,"Population, ages 10-17, total",SP.POP.1017.TO.UN,4975815
"Korea, Rep.",KOR,2010,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5116971
"Korea, Rep.",KOR,2009,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5211777
"Korea, Rep.",KOR,2008,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5266479
"Korea, Rep.",KOR,2007,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5291881
"Korea, Rep.",KOR,2006,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5304752
"Korea, Rep.",KOR,2005,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5318373
"Korea, Rep.",KOR,2004,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5333898
"Korea, Rep.",KOR,2003,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5350225
"Korea, Rep.",KOR,2002,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5375743
"Korea, Rep.",KOR,2001,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5420174
"Korea, Rep.",KOR,2000,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5489830
"Korea, Rep.",KOR,1999,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5589801
"Korea, Rep.",KOR,1998,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5717305
"Korea, Rep.",KOR,1997,"Population, ages 10-17, total",SP.POP.1017.TO.UN,5860802
"Korea, Rep.",KOR,1996,"Population, ages 10-17, total",SP.POP.1017.TO.UN,6003647
"Korea, Rep.",KOR,1995,"Population, ages 10-17, total",SP.POP.1017.TO.UN,6133807
"Korea, Rep.",KOR,1994,"Population, ages 10-17, total",SP.POP.1017.TO.UN,6245909
"Korea, Rep.",KOR,1993,"Population, ages 10-17, total",SP.POP.1017.TO.UN,6343214
"Korea, Rep.",KOR,1992,"Population, ages 10-17, total",SP.POP.1017.TO.UN,6432618
"Korea, Rep.",KOR,1991,"Population, ages 10-17, total",SP.POP.1017.TO.UN,6524958
"Korea, Rep.",KOR,1990,"Population, ages 10-17, total",SP.POP.1017.TO.UN,6627273
"Korea, Rep.",KOR,2015,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2306872
"Korea, Rep.",KOR,2014,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2410246
"Korea, Rep.",KOR,2013,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2524722
"Korea, Rep.",KOR,2012,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2639186
"Korea, Rep.",KOR,2011,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2738764
"Korea, Rep.",KOR,2010,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2813166
"Korea, Rep.",KOR,2009,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2858295
"Korea, Rep.",KOR,2008,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2878213
"Korea, Rep.",KOR,2007,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2880993
"Korea, Rep.",KOR,2006,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2878806
"Korea, Rep.",KOR,2005,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2881013
"Korea, Rep.",KOR,2004,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2889198
"Korea, Rep.",KOR,2003,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2901997
"Korea, Rep.",KOR,2002,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2922273
"Korea, Rep.",KOR,2001,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2952768
"Korea, Rep.",KOR,2000,"Population, ages 10-18, female",SP.POP.1018.FE.UN,2995102
"Korea, Rep.",KOR,1999,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3051107
"Korea, Rep.",KOR,1998,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3119897
"Korea, Rep.",KOR,1997,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3196800
"Korea, Rep.",KOR,1996,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3275129
"Korea, Rep.",KOR,1995,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3349806
"Korea, Rep.",KOR,1994,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3419182
"Korea, Rep.",KOR,1993,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3483890
"Korea, Rep.",KOR,1992,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3543879
"Korea, Rep.",KOR,1991,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3599796
"Korea, Rep.",KOR,1990,"Population, ages 10-18, female",SP.POP.1018.FE.UN,3652052
"Korea, Rep.",KOR,2015,"Population, ages 10-18, male",SP.POP.1018.MA.UN,2538405
"Korea, Rep.",KOR,2014,"Population, ages 10-18, male",SP.POP.1018.MA.UN,2635591
"Korea, Rep.",KOR,2013,"Population, ages 10-18, male",SP.POP.1018.MA.UN,2738278
"Korea, Rep.",KOR,2012,"Population, ages 10-18, male",SP.POP.1018.MA.UN,2838221
"Korea, Rep.",KOR,2011,"Population, ages 10-18, male",SP.POP.1018.MA.UN,2924643
"Korea, Rep.",KOR,2010,"Population, ages 10-18, male",SP.POP.1018.MA.UN,2990275
"Korea, Rep.",KOR,2009,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3031522
"Korea, Rep.",KOR,2008,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3051660
"Korea, Rep.",KOR,2007,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3058869
"Korea, Rep.",KOR,2006,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3065104
"Korea, Rep.",KOR,2005,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3079259
"Korea, Rep.",KOR,2004,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3103715
"Korea, Rep.",KOR,2003,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3136503
"Korea, Rep.",KOR,2002,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3176910
"Korea, Rep.",KOR,2001,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3222883
"Korea, Rep.",KOR,2000,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3272788
"Korea, Rep.",KOR,1999,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3327078
"Korea, Rep.",KOR,1998,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3386320
"Korea, Rep.",KOR,1997,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3448942
"Korea, Rep.",KOR,1996,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3512839
"Korea, Rep.",KOR,1995,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3576409
"Korea, Rep.",KOR,1994,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3638349
"Korea, Rep.",KOR,1993,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3698626
"Korea, Rep.",KOR,1992,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3758367
"Korea, Rep.",KOR,1991,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3819405
"Korea, Rep.",KOR,1990,"Population, ages 10-18, male",SP.POP.1018.MA.UN,3882658
"Korea, Rep.",KOR,2015,"Population, ages 10-18, total",SP.POP.1018.TO.UN,4845277
"Korea, Rep.",KOR,2014,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5045837
"Korea, Rep.",KOR,2013,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5263000
"Korea, Rep.",KOR,2012,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5477407
"Korea, Rep.",KOR,2011,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5663407
"Korea, Rep.",KOR,2010,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5803441
"Korea, Rep.",KOR,2009,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5889817
"Korea, Rep.",KOR,2008,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5929873
"Korea, Rep.",KOR,2007,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5939862
"Korea, Rep.",KOR,2006,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5943910
"Korea, Rep.",KOR,2005,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5960272
"Korea, Rep.",KOR,2004,"Population, ages 10-18, total",SP.POP.1018.TO.UN,5992913
"Korea, Rep.",KOR,2003,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6038500
"Korea, Rep.",KOR,2002,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6099183
"Korea, Rep.",KOR,2001,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6175651
"Korea, Rep.",KOR,2000,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6267890
"Korea, Rep.",KOR,1999,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6378185
"Korea, Rep.",KOR,1998,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6506217
"Korea, Rep.",KOR,1997,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6645742
"Korea, Rep.",KOR,1996,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6787968
"Korea, Rep.",KOR,1995,"Population, ages 10-18, total",SP.POP.1018.TO.UN,6926215
"Korea, Rep.",KOR,1994,"Population, ages 10-18, total",SP.POP.1018.TO.UN,7057531
"Korea, Rep.",KOR,1993,"Population, ages 10-18, total",SP.POP.1018.TO.UN,7182516
"Korea, Rep.",KOR,1992,"Population, ages 10-18, total",SP.POP.1018.TO.UN,7302246
"Korea, Rep.",KOR,1991,"Population, ages 10-18, total",SP.POP.1018.TO.UN,7419201
"Korea, Rep.",KOR,1990,"Population, ages 10-18, total",SP.POP.1018.TO.UN,7534710
"Korea, Rep.",KOR,2015,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1208992
"Korea, Rep.",KOR,2014,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1263868
"Korea, Rep.",KOR,2013,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1328743
"Korea, Rep.",KOR,2012,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1398214
"Korea, Rep.",KOR,2011,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1464802
"Korea, Rep.",KOR,2010,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1522811
"Korea, Rep.",KOR,2009,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1571918
"Korea, Rep.",KOR,2008,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1613024
"Korea, Rep.",KOR,2007,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1643387
"Korea, Rep.",KOR,2006,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1660040
"Korea, Rep.",KOR,2005,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1661844
"Korea, Rep.",KOR,2004,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1645446
"Korea, Rep.",KOR,2003,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1613667
"Korea, Rep.",KOR,2002,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1579089
"Korea, Rep.",KOR,2001,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1558812
"Korea, Rep.",KOR,2000,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1564497
"Korea, Rep.",KOR,1999,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1602191
"Korea, Rep.",KOR,1998,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1666902
"Korea, Rep.",KOR,1997,"Population, ages 11-15, female",SP.POP.1115.FE.UN,1745741
